,1,0.5,0.2
1981,4-5,4.0-4.4,4.2-4.3
1982,4-5,4.0-4.4,4.4-4.5
1983,3-4,3.5-3.9,3.6-3.7
1984,4-5,4.0-4.4,4.2-4.3
1985,4-5,4.5-4.9,4.4-4.5
1986,4-5,4.0-4.4,4.4-4.5
1987,4-5,4.0-4.4,4.0-4.1
1988,4-5,4.0-4.4,4.4-4.5
1989,3-4,3.5-3.9,3.4-3.5
1990,4-5,4.0-4.4,4.2-4.3
1991,3-4,3.5-3.9,3.4-3.5
1992,4-5,4.0-4.4,4.2-4.3
1993,4-5,4.0-4.4,4.2-4.3
1994,4-5,4.0-4.4,4.4-4.5
1995,4-5,4.5-4.9,4.4-4.5
1996,4-5,4.5-4.9,4.4-4.5
1997,3-4,3.5-3.9,3.8-3.9
1998,4-5,4.5-4.9,4.6-4.7
1999,4-5,4.0-4.4,4.2-4.3
2000,4-5,4.0-4.4,4.2-4.3
2001,4-5,4.0-4.4,4.2-4.3
2002,4-5,4.5-4.9,4.4-4.5
2003,4-5,4.0-4.4,4.4-4.5
2004,4-5,4.5-4.9,4.4-4.5
2005,3-4,3.0-3.4,3.2-3.3
2006,4-5,4.0-4.4,4.4-4.5
2007,4-5,4.0-4.4,4.0-4.1
2008,4-5,4.5-4.9,4.4-4.5
2009,4-5,4.5-4.9,4.4-4.5
2010,3-4,3.5-3.9,3.6-3.7
2011,4-5,4.5-4.9,4.6-4.7
2012,4-5,4.0-4.4,4.2-4.3
2013,4-5,4.5-4.9,4.4-4.5
2014,4-5,4.5-4.9,4.4-4.5
2015,4-5,4.0-4.4,4.0-4.1
2016,4-5,4.5-4.9,4.4-4.5
2017,4-5,4.0-4.4,4.2-4.3
2018,3-4,3.0-3.4,3.2-3.3
2019,3-4,3.5-3.9,3.6-3.7
2020,4-5,4.0-4.4,4.4-4.5
2021,4-5,4.0-4.4,4.4-4.5
2022,4-5,4.5-4.9,4.4-4.5
2023,4-5,4.0-4.4,4.0-4.1
2024,4-5,4.5-4.9,4.6-4.7
2025,3-4,3.0-3.4,3.2-3.3
2026,4-5,4.5-4.9,4.4-4.5
2027,4-5,4.0-4.4,4.2-4.3
2028,4-5,4.5-4.9,4.6-4.7
2029,4-5,4.0-4.4,4.4-4.5
2030,4-5,4.5-4.9,4.6-4.7
2031,4-5,4.5-4.9,4.4-4.5
2032,4-5,4.0-4.4,4.2-4.3
2033,4-5,4.0-4.4,4.4-4.5
2034,2-3,2.5-2.9,2.6-2.7
2035,4-5,4.0-4.4,4.0-4.1
2036,4-5,4.5-4.9,4.4-4.5
2037,4-5,4.0-4.4,4.2-4.3
2038,3-4,3.5-3.9,3.6-3.7
2039,4-5,4.5-4.9,4.4-4.5
2040,4-5,4.0-4.4,4.4-4.5
2041,3-4,3.5-3.9,3.6-3.7
2042,4-5,4.5-4.9,4.4-4.5
2043,4-5,4.0-4.4,4.4-4.5
2044,4-5,4.5-4.9,4.4-4.5
2045,4-5,4.0-4.4,4.2-4.3
2046,2-3,2.5-2.9,2.6-2.7
2047,4-5,4.0-4.4,4.0-4.1
2048,3-4,3.0-3.4,3.0-3.1
2049,4-5,4.0-4.4,4.0-4.1
2050,4-5,4.0-4.4,4.2-4.3
2051,4-5,4.0-4.4,4.0-4.1
2052,3-4,3.5-3.9,3.8-3.9
2053,4-5,4.0-4.4,4.4-4.5
2054,4-5,4.0-4.4,4.2-4.3
2055,4-5,4.5-4.9,4.6-4.7
2056,4-5,4.0-4.4,4.0-4.1
2057,4-5,4.5-5.0,4.8-5.0
2058,4-5,4.0-4.4,4.4-4.5
2059,3-4,3.5-3.9,3.8-3.9
2060,4-5,4.0-4.4,4.0-4.1
2061,4-5,4.5-4.9,4.6-4.7
2062,4-5,4.0-4.4,4.4-4.5
2063,4-5,4.0-4.4,4.0-4.1
2064,4-5,4.0-4.4,4.2-4.3
2065,4-5,4.5-4.9,4.4-4.5
2066,4-5,4.0-4.4,4.2-4.3
2067,4-5,4.0-4.4,4.4-4.5
2068,4-5,4.0-4.4,4.0-4.1
2069,4-5,4.0-4.4,4.2-4.3
2070,4-5,4.0-4.4,4.2-4.3
2071,3-4,3.5-3.9,3.6-3.7
2072,4-5,4.0-4.4,4.2-4.3
2073,4-5,4.5-4.9,4.4-4.5
2074,4-5,4.5-4.9,4.6-4.7
2075,4-5,4.0-4.4,4.0-4.1
2076,4-5,4.0-4.4,4.4-4.5
2077,3-4,3.5-3.9,3.8-3.9
2078,4-5,4.0-4.4,4.2-4.3
2079,3-4,3.5-3.9,3.6-3.7
2080,4-5,4.5-4.9,4.6-4.7
2081,4-5,4.0-4.4,4.4-4.5
2082,4-5,4.5-4.9,4.4-4.5
2083,4-5,4.0-4.4,4.4-4.5
2084,3-4,3.5-3.9,3.6-3.7
2085,4-5,4.5-4.9,4.6-4.7
2086,4-5,4.0-4.4,4.0-4.1
2087,4-5,4.0-4.4,4.2-4.3
2088,4-5,4.0-4.4,4.4-4.5
2089,4-5,4.0-4.4,4.0-4.1
2090,4-5,4.5-4.9,4.4-4.5
2091,4-5,4.0-4.4,4.4-4.5
2092,3-4,3.0-3.4,3.2-3.3
2093,4-5,4.0-4.4,4.2-4.3
2094,4-5,4.5-4.9,4.4-4.5
2095,3-4,3.5-3.9,3.6-3.7
2096,4-5,4.0-4.4,4.0-4.1
2097,4-5,4.0-4.4,4.4-4.5
2098,4-5,4.0-4.4,4.2-4.3
2099,4-5,4.0-4.4,4.0-4.1
2100,3-4,3.5-3.9,3.8-3.9
2101,4-5,4.5-4.9,4.4-4.5
2102,4-5,4.5-4.9,4.4-4.5
2103,4-5,4.5-4.9,4.4-4.5
2104,4-5,4.5-4.9,4.6-4.7
2105,4-5,4.0-4.4,4.2-4.3
2106,4-5,4.5-4.9,4.4-4.5
2107,4-5,4.0-4.4,4.2-4.3
2108,4-5,4.0-4.4,4.4-4.5
2109,4-5,4.0-4.4,4.2-4.3
2110,4-5,4.0-4.4,4.0-4.1
2111,4-5,4.0-4.4,4.2-4.3
2112,4-5,4.0-4.4,4.0-4.1
2113,4-5,4.0-4.4,4.0-4.1
2114,4-5,4.5-4.9,4.6-4.7
2115,3-4,3.0-3.4,3.2-3.3
2116,4-5,4.5-4.9,4.4-4.5
2117,4-5,4.5-4.9,4.4-4.5
2118,3-4,3.0-3.4,3.2-3.3
2119,4-5,4.5-4.9,4.4-4.5
2120,4-5,4.0-4.4,4.4-4.5
2121,3-4,3.5-3.9,3.6-3.7
2122,4-5,4.0-4.4,4.0-4.1
2123,4-5,4.5-4.9,4.4-4.5
2124,4-5,4.0-4.4,4.2-4.3
2125,4-5,4.5-4.9,4.4-4.5
2126,4-5,4.0-4.4,4.4-4.5
2127,4-5,4.5-4.9,4.6-4.7
2128,4-5,4.0-4.4,4.2-4.3
2129,4-5,4.5-4.9,4.4-4.5
2130,1-2,1.5-1.9,1.8-1.9
2131,4-5,4.0-4.4,4.0-4.1
2132,4-5,4.0-4.4,4.2-4.3
2133,4-5,4.5-4.9,4.6-4.7
2134,4-5,4.0-4.4,4.0-4.1
2135,4-5,4.0-4.4,4.4-4.5
2136,4-5,4.0-4.4,4.2-4.3
2137,4-5,4.0-4.4,4.2-4.3
2138,4-5,4.0-4.4,4.2-4.3
2139,3-4,3.5-3.9,3.8-3.9
2140,4-5,4.0-4.4,4.2-4.3
2141,3-4,3.5-3.9,3.8-3.9
2142,4-5,4.5-4.9,4.4-4.5
2143,4-5,4.0-4.4,4.2-4.3
2144,3-4,3.5-3.9,3.6-3.7
2145,4-5,4.5-4.9,4.4-4.5
2146,4-5,4.5-4.9,4.4-4.5
2147,4-5,4.0-4.4,4.2-4.3
2148,4-5,4.0-4.4,4.0-4.1
2149,4-5,4.0-4.4,4.4-4.5
2150,4-5,4.0-4.4,4.2-4.3
2151,4-5,4.5-4.9,4.4-4.5
2152,4-5,4.5-4.9,4.6-4.7
2153,4-5,4.5-4.9,4.4-4.5
2154,4-5,4.0-4.4,4.4-4.5
2155,4-5,4.0-4.4,4.4-4.5
2156,4-5,4.5-4.9,4.4-4.5
2157,3-4,3.5-3.9,3.8-3.9
2158,4-5,4.0-4.4,4.2-4.3
2159,4-5,4.0-4.4,4.2-4.3
2160,3-4,3.5-3.9,3.4-3.5
2161,4-5,4.5-4.9,4.4-4.5
2162,4-5,4.0-4.4,4.2-4.3
2163,4-5,4.0-4.4,4.0-4.1
2164,3-4,3.5-3.9,3.8-3.9
2165,4-5,4.0-4.4,4.0-4.1
2166,4-5,4.0-4.4,4.0-4.1
2167,4-5,4.5-4.9,4.4-4.5
2168,4-5,4.0-4.4,4.0-4.1
2169,4-5,4.0-4.4,4.2-4.3
2170,4-5,4.0-4.4,4.4-4.5
2171,3-4,3.5-3.9,3.4-3.5
2172,4-5,4.0-4.4,4.0-4.1
2173,4-5,4.0-4.4,4.2-4.3
2174,4-5,4.5-4.9,4.4-4.5
2175,3-4,3.5-3.9,3.6-3.7
2176,4-5,4.5-4.9,4.4-4.5
2177,4-5,4.0-4.4,4.0-4.1
2178,4-5,4.5-4.9,4.4-4.5
2179,4-5,4.5-4.9,4.4-4.5
2180,4-5,4.0-4.4,4.4-4.5
2181,3-4,3.0-3.4,3.2-3.3
2182,3-4,3.5-3.9,3.8-3.9
2183,3-4,3.5-3.9,3.6-3.7
2184,4-5,4.0-4.4,4.4-4.5
2185,4-5,4.0-4.4,4.0-4.1
2186,4-5,4.0-4.4,4.2-4.3
2187,4-5,4.0-4.4,4.2-4.3
2188,4-5,4.0-4.4,4.0-4.1
2189,3-4,3.5-3.9,3.6-3.7
2190,2-3,2.5-2.9,2.8-2.9
2191,4-5,4.5-4.9,4.6-4.7
2192,4-5,4.0-4.4,4.2-4.3
2193,4-5,4.5-4.9,4.4-4.5
2194,3-4,3.5-3.9,3.6-3.7
2195,3-4,3.0-3.4,3.2-3.3
2196,4-5,4.0-4.4,4.2-4.3
2197,4-5,4.5-4.9,4.4-4.5
2198,3-4,3.0-3.4,3.2-3.3
2199,4-5,4.0-4.4,4.2-4.3
2200,2-3,2.0-2.4,2.2-2.3
2201,4-5,4.0-4.4,4.2-4.3
2202,4-5,4.0-4.4,4.0-4.1
2203,3-4,3.5-3.9,3.6-3.7
2204,4-5,4.0-4.4,4.2-4.3
2205,4-5,4.0-4.4,4.0-4.1
2206,3-4,3.5-3.9,3.8-3.9
2207,4-5,4.0-4.4,4.2-4.3
2208,4-5,4.0-4.4,4.4-4.5
2209,4-5,4.5-4.9,4.4-4.5
2210,4-5,4.5-4.9,4.4-4.5
2211,4-5,4.5-4.9,4.4-4.5
2212,4-5,4.5-4.9,4.8-4.9
2213,3-4,3.5-3.9,3.6-3.7
2214,4-5,4.5-4.9,4.4-4.5
2215,4-5,4.0-4.4,4.2-4.3
2216,4-5,4.0-4.4,4.0-4.1
2217,4-5,4.5-4.9,4.6-4.7
2218,4-5,4.5-4.9,4.4-4.5
2219,4-5,4.0-4.4,4.2-4.3
2220,4-5,4.5-4.9,4.4-4.5
2221,4-5,4.0-4.4,4.2-4.3
2222,3-4,3.5-3.9,3.6-3.7
2223,4-5,4.5-4.9,4.4-4.5
2224,4-5,4.0-4.4,4.2-4.3
2225,4-5,4.5-4.9,4.6-4.7
2226,4-5,4.5-5.0,4.8-5.0
2227,4-5,4.0-4.4,4.2-4.3
2228,4-5,4.5-4.9,4.4-4.5
2229,4-5,4.5-4.9,4.4-4.5
2230,4-5,4.0-4.4,4.2-4.3
2231,3-4,3.5-3.9,3.6-3.7
2232,4-5,4.5-4.9,4.6-4.7
2233,4-5,4.5-4.9,4.6-4.7
2234,4-5,4.5-4.9,4.4-4.5
2235,4-5,4.0-4.4,4.0-4.1
2236,3-4,3.5-3.9,3.4-3.5
2237,4-5,4.0-4.4,4.2-4.3
2238,4-5,4.0-4.4,4.0-4.1
2239,3-4,3.5-3.9,3.6-3.7
2240,4-5,4.5-4.9,4.4-4.5
2241,4-5,4.5-4.9,4.6-4.7
2242,4-5,4.5-4.9,4.4-4.5
2243,4-5,4.5-4.9,4.4-4.5
2244,3-4,3.5-3.9,3.6-3.7
2245,4-5,4.5-4.9,4.6-4.7
2246,4-5,4.0-4.4,4.2-4.3
2247,4-5,4.5-5.0,4.8-5.0
2248,4-5,4.5-4.9,4.4-4.5
2249,4-5,4.0-4.4,4.4-4.5
2250,4-5,4.0-4.4,4.0-4.1
2251,4-5,4.0-4.4,4.4-4.5
2252,4-5,4.5-4.9,4.6-4.7
2253,4-5,4.0-4.4,4.2-4.3
2254,4-5,4.5-4.9,4.4-4.5
2255,3-4,3.5-3.9,3.6-3.7
2256,3-4,3.5-3.9,3.8-3.9
2257,4-5,4.0-4.4,4.2-4.3
2258,4-5,4.5-4.9,4.4-4.5
2259,3-4,3.0-3.4,3.2-3.3
2260,4-5,4.0-4.4,4.0-4.1
2261,3-4,3.0-3.4,3.2-3.3
2262,4-5,4.0-4.4,4.4-4.5
2263,4-5,4.0-4.4,4.2-4.3
2264,4-5,4.0-4.4,4.2-4.3
2265,4-5,4.5-4.9,4.4-4.5
2266,4-5,4.0-4.4,4.2-4.3
2267,4-5,4.5-4.9,4.4-4.5
2268,4-5,4.5-4.9,4.8-4.9
2269,4-5,4.0-4.4,4.0-4.1
2270,4-5,4.0-4.4,4.0-4.1
2271,4-5,4.0-4.4,4.0-4.1
2272,4-5,4.0-4.4,4.0-4.1
2273,4-5,4.5-5.0,4.8-5.0
2274,4-5,4.0-4.4,4.0-4.1
2275,4-5,4.5-4.9,4.4-4.5
2276,4-5,4.5-4.9,4.4-4.5
2277,4-5,4.5-4.9,4.6-4.7
2278,4-5,4.0-4.4,4.0-4.1
2279,4-5,4.5-4.9,4.8-4.9
2280,3-4,3.5-3.9,3.6-3.7
2281,4-5,4.5-4.9,4.6-4.7
2282,4-5,4.5-5.0,4.8-5.0
2283,4-5,4.5-4.9,4.4-4.5
2284,4-5,4.0-4.4,4.2-4.3
2285,4-5,4.5-4.9,4.4-4.5
2286,4-5,4.0-4.4,4.2-4.3
2287,3-4,3.5-3.9,3.8-3.9
2288,4-5,4.5-4.9,4.4-4.5
2289,4-5,4.5-4.9,4.4-4.5
2290,4-5,4.0-4.4,4.2-4.3
2291,3-4,3.5-3.9,3.8-3.9
2292,4-5,4.5-4.9,4.4-4.5
2293,4-5,4.0-4.4,4.4-4.5
2294,4-5,4.0-4.4,4.2-4.3
2295,4-5,4.5-5.0,4.8-5.0
2296,4-5,4.0-4.4,4.0-4.1
2297,4-5,4.5-4.9,4.4-4.5
2298,4-5,4.5-4.9,4.4-4.5
2299,4-5,4.0-4.4,4.2-4.3
2300,1-2,1.5-1.9,1.8-1.9
2301,4-5,4.5-4.9,4.4-4.5
2302,3-4,3.5-3.9,3.4-3.5
2303,4-5,4.0-4.4,4.2-4.3
2304,4-5,4.0-4.4,4.2-4.3
2305,3-4,3.5-3.9,3.6-3.7
2306,4-5,4.5-4.9,4.4-4.5
2307,4-5,4.5-4.9,4.4-4.5
2308,3-4,3.5-3.9,3.8-3.9
2309,4-5,4.0-4.4,4.0-4.1
2310,4-5,4.0-4.4,4.0-4.1
2311,4-5,4.5-4.9,4.4-4.5
2312,4-5,4.0-4.4,4.4-4.5
2313,3-4,3.5-3.9,3.6-3.7
2314,4-5,4.0-4.4,4.2-4.3
2315,4-5,4.0-4.4,4.4-4.5
2316,4-5,4.0-4.4,4.4-4.5
2317,4-5,4.0-4.4,4.2-4.3
2318,4-5,4.0-4.4,4.2-4.3
2319,4-5,4.0-4.4,4.2-4.3
2320,4-5,4.0-4.4,4.4-4.5
2321,4-5,4.5-4.9,4.4-4.5
2322,4-5,4.5-5.0,4.8-5.0
2323,4-5,4.0-4.4,4.2-4.3
2324,3-4,3.5-3.9,3.8-3.9
2325,4-5,4.0-4.4,4.2-4.3
2326,4-5,4.0-4.4,4.4-4.5
2327,3-4,3.5-3.9,3.4-3.5
2328,4-5,4.5-4.9,4.4-4.5
2329,4-5,4.0-4.4,4.4-4.5
2330,4-5,4.0-4.4,4.0-4.1
2331,4-5,4.5-4.9,4.4-4.5
2332,4-5,4.0-4.4,4.0-4.1
2333,4-5,4.0-4.4,4.2-4.3
2334,4-5,4.5-4.9,4.4-4.5
2335,4-5,4.5-4.9,4.4-4.5
2336,3-4,3.5-3.9,3.8-3.9
2337,4-5,4.0-4.4,4.2-4.3
2338,4-5,4.5-4.9,4.4-4.5
2339,4-5,4.5-5.0,4.8-5.0
2340,4-5,4.5-4.9,4.4-4.5
2341,4-5,4.5-4.9,4.4-4.5
2342,4-5,4.0-4.4,4.0-4.1
2343,4-5,4.0-4.4,4.4-4.5
2344,4-5,4.5-4.9,4.4-4.5
2345,4-5,4.0-4.4,4.4-4.5
2346,4-5,4.0-4.4,4.0-4.1
2347,4-5,4.5-4.9,4.6-4.7
2348,4-5,4.0-4.4,4.0-4.1
2349,4-5,4.0-4.4,4.2-4.3
2350,4-5,4.0-4.4,4.2-4.3
2351,4-5,4.0-4.4,4.0-4.1
2352,3-4,3.5-3.9,3.8-3.9
2353,4-5,4.0-4.4,4.4-4.5
2354,4-5,4.5-4.9,4.4-4.5
2355,3-4,3.5-3.9,3.6-3.7
2356,4-5,4.5-4.9,4.6-4.7
2357,4-5,4.0-4.4,4.2-4.3
2358,4-5,4.0-4.4,4.2-4.3
2359,4-5,4.5-4.9,4.4-4.5
2360,4-5,4.0-4.4,4.0-4.1
2361,4-5,4.5-5.0,4.8-5.0
2362,4-5,4.0-4.4,4.0-4.1
2363,4-5,4.0-4.4,4.2-4.3
2364,4-5,4.0-4.4,4.4-4.5
2365,4-5,4.0-4.4,4.4-4.5
2366,4-5,4.0-4.4,4.2-4.3
2367,4-5,4.5-4.9,4.6-4.7
2368,4-5,4.5-4.9,4.4-4.5
2369,4-5,4.0-4.4,4.4-4.5
2370,4-5,4.0-4.4,4.2-4.3
2371,3-4,3.5-3.9,3.6-3.7
2372,4-5,4.5-4.9,4.4-4.5
2373,4-5,4.5-4.9,4.4-4.5
2374,4-5,4.5-4.9,4.6-4.7
2375,3-4,3.5-3.9,3.6-3.7
2376,4-5,4.5-4.9,4.8-4.9
2377,4-5,4.5-4.9,4.4-4.5
2378,4-5,4.0-4.4,4.2-4.3
2379,4-5,4.5-4.9,4.6-4.7
2380,4-5,4.0-4.4,4.0-4.1
2381,3-4,3.0-3.4,3.2-3.3
2382,2-3,2.5-2.9,2.8-2.9
2383,3-4,3.5-3.9,3.8-3.9
2384,4-5,4.0-4.4,4.2-4.3
2385,4-5,4.0-4.4,4.2-4.3
2386,4-5,4.0-4.4,4.2-4.3
2387,4-5,4.5-4.9,4.6-4.7
2388,4-5,4.5-4.9,4.4-4.5
2389,4-5,4.0-4.4,4.2-4.3
2390,4-5,4.5-4.9,4.6-4.7
2391,3-4,3.5-3.9,3.8-3.9
2392,4-5,4.5-4.9,4.4-4.5
2393,3-4,3.0-3.4,3.2-3.3
2394,4-5,4.5-4.9,4.4-4.5
2395,4-5,4.0-4.4,4.2-4.3
2396,3-4,3.0-3.4,3.0-3.1
2397,3-4,3.5-3.9,3.6-3.7
2398,4-5,4.0-4.4,4.2-4.3
2399,4-5,4.0-4.4,4.2-4.3
2400,4-5,4.5-4.9,4.6-4.7
2401,4-5,4.5-4.9,4.4-4.5
2402,4-5,4.0-4.4,4.4-4.5
2403,4-5,4.0-4.4,4.4-4.5
2404,4-5,4.5-4.9,4.4-4.5
2405,4-5,4.5-4.9,4.4-4.5
2406,4-5,4.0-4.4,4.2-4.3
2407,3-4,3.0-3.4,3.2-3.3
2408,4-5,4.5-4.9,4.6-4.7
2409,4-5,4.0-4.4,4.0-4.1
2410,4-5,4.0-4.4,4.0-4.1
2411,3-4,3.5-3.9,3.6-3.7
2412,2-3,2.5-2.9,2.6-2.7
2413,4-5,4.5-4.9,4.4-4.5
2414,4-5,4.5-4.9,4.4-4.5
2415,4-5,4.5-5.0,4.8-5.0
2416,3-4,3.5-3.9,3.8-3.9
2417,4-5,4.5-4.9,4.4-4.5
2418,4-5,4.5-4.9,4.4-4.5
2419,4-5,4.5-4.9,4.4-4.5
2420,4-5,4.0-4.4,4.4-4.5
2421,4-5,4.0-4.4,4.4-4.5
2422,4-5,4.0-4.4,4.2-4.3
2423,4-5,4.5-4.9,4.4-4.5
2424,4-5,4.0-4.4,4.0-4.1
2425,4-5,4.0-4.4,4.4-4.5
2426,4-5,4.5-4.9,4.4-4.5
2427,4-5,4.5-4.9,4.6-4.7
2428,3-4,3.5-3.9,3.6-3.7
2429,4-5,4.0-4.4,4.0-4.1
2430,4-5,4.0-4.4,4.0-4.1
2431,4-5,4.5-4.9,4.6-4.7
2432,4-5,4.0-4.4,4.4-4.5
2433,4-5,4.5-4.9,4.4-4.5
2434,1-2,1.5-1.9,1.8-1.9
2435,4-5,4.0-4.4,4.0-4.1
2436,3-4,3.5-3.9,3.8-3.9
2437,4-5,4.5-4.9,4.4-4.5
2438,4-5,4.0-4.4,4.2-4.3
2439,4-5,4.0-4.4,4.0-4.1
2440,4-5,4.0-4.4,4.4-4.5
2441,3-4,3.5-3.9,3.4-3.5
2442,4-5,4.0-4.4,4.0-4.1
2443,4-5,4.0-4.4,4.4-4.5
2444,4-5,4.0-4.4,4.2-4.3
2445,4-5,4.0-4.4,4.0-4.1
2446,4-5,4.0-4.4,4.2-4.3
2447,3-4,3.5-3.9,3.6-3.7
2448,4-5,4.5-4.9,4.4-4.5
2449,4-5,4.0-4.4,4.0-4.1
2450,4-5,4.0-4.4,4.0-4.1
2451,4-5,4.0-4.4,4.0-4.1
2452,4-5,4.0-4.4,4.4-4.5
2453,4-5,4.0-4.4,4.4-4.5
2454,4-5,4.0-4.4,4.2-4.3
2455,4-5,4.0-4.4,4.2-4.3
2456,4-5,4.5-4.9,4.4-4.5
2457,4-5,4.5-4.9,4.4-4.5
2458,4-5,4.5-4.9,4.4-4.5
2459,4-5,4.0-4.4,4.2-4.3
2460,4-5,4.5-4.9,4.4-4.5
2461,4-5,4.0-4.4,4.4-4.5
2462,4-5,4.5-4.9,4.4-4.5
2463,3-4,3.5-3.9,3.6-3.7
2464,3-4,3.5-3.9,3.6-3.7
2465,3-4,3.0-3.4,3.2-3.3
